location,price,total_sqft,No. of Bedrooms,School,24X7Security,CarParking,Hospital,LiftAvailable
Kollur Road,4207000,1202,2,0,0,0,0,0
Kollur Road,4210000,1203,2,0,0,0,0,0
Kondapur,4968000,1104,2,0,0,0,0,0
Kondapur,7200000,1600,3,0,0,0,0,0
Kollur Road,4469000,1242,2,0,0,0,0,0
Aminpur,3600000,1210,2,0,0,0,0,0
Dammaiguda,5200000,1630,3,1,1,1,1,1
Dammaiguda,3200000,990,2,0,1,1,1,1
Bachupally,6500000,1450,3,0,0,0,0,0
Chintradripet,3800000,1000,2,0,0,0,0,0
Ring Road,2900000,950,2,0,1,0,0,0
Hyder Nagar,4830000,1050,2,0,0,0,0,0
Saket,19500000,1400,2,0,0,0,0,0
Hyder Nagar,5200000,1050,2,0,0,0,0,0
Begumpet,7800000,1200,2,0,1,1,0,1
Kavuri Hills,26000000,4150,4,0,1,1,0,1
Sun City,3700000,1500,5,0,1,1,0,1
Madhapur,9800000,1530,3,0,1,1,0,1
Ashok Nagar,10500000,1250,3,0,1,1,0,0
manneguda,4276000,1296,2,0,1,1,0,1
Shaikpet,3400000,998,2,0,1,1,0,1
Moti Nagar,9800000,1850,4,0,1,1,0,1
Miyapur,9500000,1115,2,0,1,1,0,1
Hitech City,21000000,2630,3,0,1,1,0,1
Sanath Nagar,2800000,500,2,0,0,0,0,0
Hafeezpet,6300000,1085,2,0,1,1,0,1
Gachibowli,5100000,1325,2,0,1,1,0,0
Kollur Road,4200000,1200,2,0,0,0,0,0
Kollur Road,4203000,1201,2,0,0,0,0,0
Kollur Road,4600000,1260,2,0,0,0,0,0
Kondapur,4963000,1103,2,0,0,0,0,0
Kondapur,4977000,1106,2,0,0,0,0,0
Adibatla,2200000,1000,2,0,0,0,0,0
Kukatpally,9500000,1360,2,0,1,1,0,1
Kukatpally,12200000,1740,3,0,1,1,0,1
Boduppal,4000000,920,3,0,0,0,0,0
AS Rao Nagar,6000000,1200,2,1,1,1,0,1
AS Rao Nagar,5200000,1440,3,1,1,1,1,1
Sainikpuri,5500000,1010,2,0,1,1,0,1
Sainikpuri,4500000,1080,2,0,1,1,0,1
Kompally,6500000,1950,3,0,1,1,0,1
Manikonda,15000000,1834,3,0,1,1,1,1
Shaikpet,13500000,2200,3,0,1,1,0,1
Shaikpet,6900000,1133,2,0,1,1,0,1
Serilingampally,8200000,1650,3,0,0,0,0,1
Jubilee Hills,17500000,2600,3,0,1,1,0,1
Adibatla,2500000,1100,2,0,0,0,0,0
Adibatla,2304000,1002,2,0,0,0,0,0
Kokapet,2750000,500,2,0,0,0,0,0
Adibatla,2300000,1000,2,0,0,0,0,0
Usman Nagar,4000000,1075,2,0,0,0,0,0
new nallakunta,5000000,1100,2,0,0,1,0,1
Gachibowli,9500000,1120,2,0,1,1,0,1
Shadnagar,3800000,1200,2,0,1,1,0,1
Shadnagar,4000000,1200,2,0,1,1,0,1
Shadnagar,3900000,1120,2,0,1,1,0,1
Kondapur,10000000,1295,2,0,1,1,0,1
Kondapur,12000000,1490,3,0,1,1,0,1
Kokapet,8255000,1270,2,0,1,0,0,0
nizampet road,3900000,1100,2,0,1,1,0,1
Adibatla,3742000,1134,2,0,1,1,0,1
Bongloor,3927000,1190,2,0,1,1,0,1
Uppal,4216000,1050,2,0,1,1,0,1
Adibatla,2536000,710,1,0,1,1,0,1
Adibatla,5004000,1390,3,0,1,1,0,1
Uppal,7912000,1978,3,0,1,1,0,1
Mailardevpally,5900000,1360,3,0,1,1,0,1
Kukatpally,9500000,2000,3,0,1,1,0,1
Jubilee Hills,45000000,3537,3,0,1,1,0,1
Suchitra,4900000,1100,2,0,0,0,0,0
Uppalguda,5082000,1210,2,0,0,0,0,0
Narsingi,9500000,1935,3,0,1,1,0,1
Tirumalgiri,5700000,1080,2,0,1,1,0,1
Tirumalgiri,6000000,1200,2,0,1,1,0,1
Chikkadapally,15400000,1905,3,0,1,1,0,1
Begumpet,11299999,1570,3,0,1,1,0,1
Begumpet,11299999,1570,3,0,1,1,0,1
Gachibowli,10500000,1800,3,0,1,1,0,1
Gachibowli,10000000,1700,3,0,1,1,0,1
Narsingi,11500000,1600,3,0,1,1,0,1
Narsingi,10000000,1655,3,0,1,1,0,1
Manikonda,9800000,1800,3,0,1,1,0,1
Manikonda,6500000,1300,2,0,1,1,0,1
Kollur Road,4224000,1207,2,0,0,0,0,0
Hitech City,35800000,3430,4,0,0,0,0,0
Gachibowli,19500000,2160,3,0,0,0,0,0
Hitech City,36000000,3430,3,0,0,0,0,0
Hitech City,35800000,3430,4,0,0,0,0,0
Madhapur,27500000,2655,3,0,0,0,0,0
Hyder Nagar,4500000,861,2,0,0,0,0,0
Miyapur,17300000,3152,4,0,1,0,0,1
Serilingampally,8200000,1650,3,0,0,0,0,1
JNTU,8525000,1550,3,0,1,1,0,1
hyderabad,5200000,1030,2,0,1,1,0,1
Shamshabad,17500000,3550,3,0,1,1,0,1
Srisailam Highway,18000000,2983,4,0,1,1,0,1
Kondapur,19300000,2225,3,0,1,1,0,1
Shaikpet,35000000,4160,4,0,1,1,0,1
Domalguda,12500000,1900,3,0,1,1,0,0
Domalguda,7200000,1105,2,0,1,1,0,0
Lingampalli,3900000,1150,2,1,1,1,1,1
Residential Flat Machavaram,6500000,1625,3,1,1,0,1,1
Film Nagar,46000000,4600,4,0,1,1,0,1
Hitech City,15000000,2120,3,1,1,1,1,1
Kondapur,12000000,2103,3,1,1,1,1,1
Narsingi,11000000,1760,3,0,1,1,0,1
Allwyn Colony,3900000,1150,2,1,1,1,1,1
Lingampalli,3900000,1150,2,0,1,1,0,1
Jubilee Hills,11000000,1700,3,1,1,1,1,1
Kukatpally,16500000,2232,3,0,1,1,0,1
Kukatpally,12200000,1740,3,0,1,1,0,1
Kukatpally,11500000,1592,3,0,1,1,0,1
Kukatpally,9500000,1360,2,0,1,1,0,1
Kukatpally,8400000,1208,2,0,1,1,0,1
Bandlaguda Jagir,3500000,1200,2,0,1,1,0,1
Hitech City,15200000,2160,3,0,1,1,0,1
Manikonda,14800000,1834,3,0,1,1,1,1
Boduppal,7500000,1650,3,0,0,0,0,1
Whisper Valley,4567000,1180,2,0,0,0,0,1
Whisper Valley,4650000,1200,2,0,0,0,0,1
Whisper Valley,4700000,1220,2,0,0,0,0,1
Whisper Valley,4567000,1180,2,0,0,0,0,1
Whisper Valley,4650000,1200,2,0,0,0,0,1
Tukkuguda Airport View Point Road,2848000,1140,2,0,0,0,0,0
Tukkuguda Airport View Point Road,2850000,1140,2,0,0,0,0,0
Madhapur,39800000,3975,5,0,1,1,0,1
Madhapur,27000000,2655,3,0,1,1,0,1
Santoshnagar,4700000,1160,3,0,0,0,0,0
Tolichowki,7065000,1570,2,0,0,0,0,0
Begumpet,12400000,1725,3,0,1,1,0,1
Begumpet,12400000,1725,3,0,1,1,0,1
Begumpet,12400000,1725,3,0,1,1,0,0
Begumpet,12400000,1725,3,0,1,1,0,0
Begumpet,11299999,1570,3,0,1,1,0,0
Gachibowli,9782000,2644,3,0,0,0,0,0
Uppal Kalan,4400000,965,2,0,0,0,0,0
Manikonda,8510000,1850,4,0,0,1,0,1
Kokapet,5500000,1000,2,0,0,0,0,0
LB Nagar,5700000,1310,3,0,0,0,0,0
Domalguda Road,15000000,2150,3,0,0,0,0,0
Balanagar,3900000,1150,2,0,1,1,1,1
Gachibowli,3900000,1150,2,1,1,1,1,1
Kondapur,3900000,1150,2,1,1,1,1,1
Kukatpally,3900000,1150,2,1,1,1,1,1
KPHB,3900000,1150,2,1,1,1,1,1
Narsingi,12500000,1945,3,0,1,0,0,0
Kukatpally,10500000,1360,2,0,1,1,0,1
Balanagar,3900000,1150,2,0,1,1,1,1
Gachibowli,3900000,1150,2,1,1,1,1,1
Kondapur,3900000,1150,2,1,1,1,1,1
Kukatpally,3900000,1150,2,1,1,1,1,1
KPHB,3900000,1150,2,1,1,1,1,1
KPHB,3900000,1150,2,1,1,1,1,1
Nizampet,3900000,1150,2,1,1,1,1,0
Allwyn Colony,3900000,1150,2,0,1,1,0,1
Aminpur,3900000,1150,2,1,1,1,1,1
Bachupally,3900000,1150,2,0,1,1,0,1
Miyapur,3900000,1150,2,0,1,1,0,1
Chandanagar,3900000,1150,2,1,1,1,1,1
Patancheru,3900000,1150,2,1,1,1,1,1
Shankarpalli,3900000,1150,2,1,1,1,1,1
Mallampet,3900000,1150,2,1,1,1,1,1
Old Bowenpally,6000000,1269,2,0,1,1,0,1
Narsingi,4876000,1200,2,0,1,1,0,1
Narsingi,4367000,1100,2,0,1,1,0,1
Chandanagar,3900000,1150,2,0,1,1,0,1
Aminpur,3900000,1150,2,1,1,1,1,1
Miyapur,3900000,1150,2,0,1,1,0,1
Balanagar,3900000,1150,2,1,1,1,1,1
Gachibowli,3900000,1150,2,1,1,1,1,1
Hitech City,3900000,1150,2,1,1,1,1,1
Madhapur,3900000,1150,2,1,1,1,1,1
Kondapur,3900000,1150,2,0,1,1,0,1
KPHB,3900000,1150,2,1,1,1,1,1
Narsingi,4876000,1200,2,0,1,1,0,1
Narsingi,4367000,1100,2,0,1,1,0,1
Gopanpally,7600000,1600,3,0,1,1,0,1
Bolarum,5587000,1510,3,1,1,1,1,1
Bolarum,5050000,1365,3,1,1,1,1,1
Chaitanyapuri,9300000,1691,3,0,1,1,0,1
Begumpet,12400000,1725,3,0,1,1,0,1
Madhapur,43500000,4070,4,0,1,1,0,1
Madhapur,35000000,3430,3,0,1,1,0,1
Manikonda,6300000,1100,2,0,1,1,0,0
Tarnaka,7000000,1450,3,0,1,1,0,1
Gachibowli,26500000,3434,4,0,1,1,0,1
Manikonda,9900000,1314,2,0,1,1,1,1
Banjara Hills,24000000,3474,4,0,1,1,0,1
Jubilee Hills,31000000,4600,4,0,1,1,0,1
Kothapet,6000000,1250,2,0,0,0,0,1
Himayat Nagar,12500000,2100,3,0,0,0,0,1
Baghlingampally,5500000,1150,2,0,0,1,0,0
Madhapur,42000000,4070,4,0,1,1,0,1
Kukatpally,9000000,1695,3,1,1,1,1,1
Nanakramguda,15500000,2460,3,0,1,1,0,1
Kondapur,11000000,2000,3,0,1,1,0,1
Banjara Hills,50000000,3695,4,0,1,1,0,1
Nanakramguda,15000000,2220,3,0,1,1,0,1
Picket,8500000,1822,3,0,1,1,0,1
Sainikpuri,5000000,1595,3,0,1,1,0,1
East Marredpally,12600000,1535,3,0,1,1,0,1
Kollur,5000000,1665,3,1,1,1,1,1
Kukatpally,11000000,1278,2,0,1,1,0,1
Kukatpally,18500000,2600,4,0,1,1,0,1
Hitech City,20000000,2500,3,0,1,1,0,1
East Marredpally,12600000,1535,3,0,1,1,0,1
Nanakramguda,15500000,2460,3,0,1,1,0,1
Nanakramguda,18000000,2270,3,1,1,1,1,1
Nanakramguda,12000000,1600,3,1,1,1,1,1
Safilguda,4000000,1000,2,0,0,1,0,1
Nizampet,4566000,1180,2,0,0,0,0,1
Bachupally,3829999,1100,2,0,0,0,0,1
Gachibowli,32000000,3180,3,0,1,1,0,1
Chaitanyapuri,9300000,1691,3,0,1,1,0,1
Chaitanyapuri,9300000,1691,3,0,1,1,0,1
Chaitanyapuri,9300000,1691,3,0,1,1,0,1
Nanakramguda,60000000,5440,4,0,1,1,0,1
Jubilee Hills,19800000,2850,3,0,1,1,0,1
Banjara Hills,27500000,3556,4,0,0,1,0,1
Ashok Nagar,5500000,1300,3,0,0,1,0,1
Trimalgherry,4500000,1050,2,0,0,1,0,1
Manikonda,15000000,2566,4,0,1,1,0,1
Trimalgherry,4000000,1100,2,0,0,1,0,1
Sikh Village,9000000,1980,3,0,0,1,0,1
Old Bowenpally,3500000,1436,3,0,0,1,0,1
West Marredpally,22000000,4000,4,0,1,1,0,1
Neredmet,3500000,1000,2,0,0,1,0,1
Trimalgherry,4500000,1050,2,0,0,1,0,1
Gachibowli,9782000,2644,3,0,1,1,0,1
Kothaguda,13500000,2813,3,0,0,0,0,0
Kothaguda,13500000,2815,3,0,0,0,0,0
Macha Bolarum,4800000,1300,2,0,0,1,0,1
Gopanpally,40000000,4320,4,0,1,1,0,0
Kukatpally,9300000,1450,3,0,1,1,0,1
Alkapur township,7200000,1331,2,0,0,1,0,1
Kothaguda,17000000,2650,3,0,0,0,0,0
Begumpet,11299999,1570,3,0,1,1,0,1
Hitech City,14000000,2160,3,0,1,1,0,1
Hitech City,11200000,1580,3,0,1,1,0,1
Hitech City,15500000,2160,3,0,1,1,0,1
Manikonda,5000000,970,2,0,0,0,0,1
Kachiguda,4000000,800,2,0,0,0,0,0
Himayat Nagar,10000000,1358,3,0,0,0,0,0
Nizampet,3800000,1145,2,0,0,1,0,0
Domalguda,14000000,2000,3,0,0,0,0,0
East Marredpally,13400000,2075,3,0,0,1,0,1
Malkajgiri,7500000,1600,3,0,0,1,0,1
Kowkur,4000000,1230,2,0,0,1,0,1
East Marredpally,7200000,1060,2,0,0,1,0,1
Gachibowli,37500000,3325,3,0,1,1,0,1
West Marredpally,8500000,1822,3,0,0,1,0,1
West Marredpally,14000000,2115,3,0,0,1,0,1
Safilguda,4000000,880,2,0,0,1,0,1
Malkajgiri,4600000,925,2,0,0,1,0,1
Yapral,6200000,1554,3,0,0,1,0,1
Patancheru Shankarpalli Road,2400000,1000,2,0,0,0,0,0
Patancheru Shankarpalli Road,4750000,1650,3,0,0,0,0,0
Patancheru Shankarpalli Road,4750000,1475,3,0,0,0,0,0
Patancheru Shankarpalli Road,4650000,1450,3,0,0,0,0,0
Banjara Hills,61400000,4730,4,0,0,0,0,0
Uppalguda,7567000,1645,3,0,0,0,0,0
Uppalguda,7222000,1605,3,0,0,0,0,0
Begumpet,12400000,1725,3,0,1,1,0,1
Begumpet,11000000,1525,3,0,1,1,0,1
Begumpet,11000000,1525,3,0,1,1,0,1
Kothaguda,29500000,3883,4,0,0,0,0,0
Nanakramguda,57500000,5440,4,0,0,0,0,1
Hitech City,24000000,3031,4,0,1,1,0,1
Nallagandla Gachibowli,15500000,1860,3,0,1,1,0,1
Puppalaguda,7875000,1875,3,0,1,0,0,1
Gachibowli,7429000,2008,3,0,0,0,0,0
Gopanpally,8500000,1290,2,0,1,1,0,1
Hitech City,14000000,2160,3,0,1,1,0,1
Rakshapuram,3500000,1000,3,0,0,0,0,0
Bachupally,4140000,1150,2,0,1,1,0,0
Nizampet,4680000,1170,2,0,1,1,0,1
Madhapur,33000000,4305,4,0,1,1,0,1
Kondapur,13400000,2800,3,0,0,1,0,0
west venkatapuram,5700000,1500,3,0,0,1,0,0
Gajulramaram Kukatpally,4620000,1620,3,1,1,1,0,1
Gajulramaram Kukatpally,3900000,1368,3,1,1,1,0,1
Kukatpally,6277000,1090,2,0,1,1,0,1
Kukatpally,7019000,1230,2,0,1,1,0,1
Kukatpally,8105000,1435,3,0,1,1,0,1
Miyapur,8181999,1115,2,0,1,1,0,1
Miyapur,10900000,1945,3,0,1,1,0,1
Vidyanagar Adikmet,14000000,1616,3,0,1,1,0,1
Suchitra,4400000,1100,2,0,0,0,0,0
Miyapur,5200000,1300,2,0,1,1,0,1
Gachibowli,20000000,2690,3,0,0,0,0,0
Gachibowli,165000000,2750,3,0,0,0,0,0
Manikonda,14500000,1834,3,0,1,1,1,1
Puppalaguda,3500000,1091,2,0,0,0,0,1
Aushapur,7500000,1500,3,0,0,0,0,0
Aushapur,7500000,1500,3,0,0,0,0,0
Manikonda,15500000,1834,3,0,1,1,1,1
Miyapur,10700000,1920,3,0,1,1,0,1
Miyapur,10200000,1425,2,0,1,1,0,1
Nizampet,4700000,1220,2,0,0,0,0,0
Boduppal,7400000,1615,3,0,0,0,0,0
Barkatpura,8500000,1540,3,0,0,0,0,0
East Marredpally,6000000,1400,2,0,0,1,0,1
Suchitra,5200000,1200,2,0,0,1,0,1
Old Alwal,5500000,1425,3,0,0,1,0,1
Secunderabad Railway Station Road,6500000,1580,2,0,0,1,0,1
Nallagandla Gachibowli,9293000,1844,3,0,1,1,0,1
Nallagandla Gachibowli,10600000,2120,3,0,1,1,0,1
KPHB,6500000,1000,2,0,0,1,0,1
KPHB,6000000,965,2,0,1,0,0,1
Rajendra Nagar,19500000,2500,4,0,1,1,0,1
Balapur,4200000,1100,2,0,0,0,0,0
Karmanghat,4000000,875,2,0,0,0,0,0
Hastinapur,8000000,1610,3,0,0,0,0,0
new nallakunta,8520000,1420,3,0,0,1,0,1
Nanakramguda,17300000,2460,3,0,1,1,0,1
Hitech City,32500000,3250,4,0,1,1,0,1
Yapral,4070000,1100,2,0,0,0,0,0
Yapral,4070000,1100,2,0,0,0,0,1
Kokapet,11200000,1735,3,0,1,0,0,1
Puppalaguda,6342000,1510,2,0,1,0,0,1
Puppalaguda,5544000,1320,2,0,1,0,0,1
Puppalaguda,9135000,2175,3,0,1,0,0,1
Puppalaguda,8316000,1980,3,0,1,0,0,1
Puppalaguda,6552000,1560,3,0,1,0,0,1
Puppalaguda,8400000,2000,3,0,1,0,0,1
Puppalaguda,8421000,2005,3,0,1,0,0,1
Puppalaguda,5628000,1340,2,0,1,0,0,1
Puppalaguda,7895999,1880,3,0,1,0,0,1
Puppalaguda,5943000,1415,2,0,1,0,0,1
Puppalaguda,9156000,2180,3,0,1,0,0,1
Puppalaguda,9198000,2190,3,0,1,0,0,1
Puppalaguda,6720000,1600,3,0,1,0,0,1
Hitech City,17000000,2260,3,0,1,1,0,1
Hitech City,15000000,2015,3,0,1,1,0,1
Kollur Road,4500000,1250,2,0,0,0,0,0
Miyapur,3503000,1001,2,0,0,0,0,0
chandrayangutta,5600000,1551,3,0,0,0,0,0
Jubilee Hills,7500000,3000,3,0,0,1,0,0
Kollur Road,4600000,1245,2,0,0,0,0,0
Attapur,7500000,1100,2,9,9,9,9,9
Kompally,8105000,1725,3,9,9,9,9,9
Kukatpally,6277000,1435,3,9,9,9,9,9
Kukatpally,7019000,1090,2,9,9,9,9,9
Kukatpally,4800000,1230,2,9,9,9,9,9
Balaji Hills Colony Venkatraya Nagar,4600000,1200,2,9,9,9,9,9
Nizampet,8460000,1150,2,9,9,9,9,9
Chandanagar,6675000,1600,3,9,9,9,9,9
Chandanagar,10700000,1250,2,9,9,9,9,9
Miyapur,10800000,1905,3,9,9,9,9,9
Miyapur,7800000,1925,3,9,9,9,9,9
Manikonda,3000000,2300,4,9,9,9,9,9
Chandanagar,32000000,1045,2,9,9,9,9,9
Madhapur,3690000,3190,3,9,9,9,9,9
Beeramguda,5700000,1800,2,9,9,9,9,9
Kollur Road,4200000,1665,3,9,9,9,9,9
Beeramguda,2110000,2000,3,9,9,9,9,9
Beeramguda,2114000,1005,3,9,9,9,9,9
Beeramguda,2102000,1007,2,9,9,9,9,9
Beeramguda,2104000,1001,2,9,9,9,9,9
Beeramguda,6500000,1002,2,9,9,9,9,9
Kollur Road,6240000,1655,3,9,9,9,9,9
Kollur Road,8779000,1650,3,9,9,9,9,9
Nallagandla Gachibowli,10100000,1742,3,9,9,9,9,9
Nallagandla Gachibowli,11900000,2010,3,9,9,9,9,9
Nallagandla Gachibowli,6000000,2380,3,9,9,9,9,9
Dilsukh Nagar,9991000,1045,2,9,9,9,9,9
Kondapur,11399999,1630,3,9,9,9,9,9
Kondapur,7240000,1885,3,9,9,9,9,9
Kondapur,36000000,1165,2,9,9,9,9,9
Gachibowli,12600000,4320,5,9,9,9,9,9
Kondapur,7000000,1900,3,9,9,9,9,9
Toli Chowki,6500000,3600,4,9,9,9,9,9
Nizampet,5900000,1700,2,9,9,9,9,9
LB Nagar,3200000,1060,2,9,9,9,9,9
Qutub Shahi Tombs,8000000,1100,2,9,9,9,9,9
Masab Tank,22000000,1450,3,9,9,9,9,9
Himayat Nagar,9057000,4000,5,9,9,9,9,9
Narsingi,3650000,1460,2,9,9,9,9,9
Pragathi Nagar Kukatpally,2200000,1093,2,9,9,9,9,9
Adibatla,4700000,1000,2,9,9,9,9,9
Janachaitanya Colony,15500000,1080,2,9,9,9,9,9
Nanakramguda,5200000,2220,3,9,9,9,9,9
Gurramguda,7584999,1250,2,9,9,9,9,9
Gachibowli,13500000,1945,3,9,9,9,9,9
Kondapur,7584999,2815,3,9,9,9,9,9
Gachibowli,14600000,1945,3,9,9,9,9,9
Nanakramguda,19600000,2220,3,9,9,9,9,9
Kondapur,12500000,2225,3,9,9,9,9,9
Kondapur,4400000,1880,3,9,9,9,9,9
Bachupally,18500000,1146,2,9,9,9,9,9
Manikonda,13200000,2460,3,9,9,9,9,9
Nanakramguda,10000000,1600,3,9,9,9,9,9
Nanakramguda,20000000,1245,2,9,9,9,9,9
Madhapur,12500000,3405,3,9,9,9,9,9
Nallagandla Gachibowli,17000000,1860,3,9,9,9,9,9
Bagh Amberpet,5000000,2585,3,9,9,9,9,9
Kapra,9000000,1197,2,9,9,9,9,9
Tilak Nagar,5250000,1485,3,9,9,9,9,9
Nallakunta,7750000,1250,3,9,9,9,9,9
Nallakunta,6250000,1550,3,9,9,9,9,9
Nallakunta,10300000,1250,3,9,9,9,9,9
Paradise Circle,5500000,1887,2,9,9,9,9,9
Nacharam,5700000,1400,3,9,9,9,9,9
Nacharam,14000000,1050,2,9,9,9,9,9
Nacharam,5500000,1860,4,9,9,9,9,9
Tarnaka,5900000,1200,2,9,9,9,9,9
Nacharam,5700000,1100,2,9,9,9,9,9
Nacharam,5500000,1050,2,9,9,9,9,9
Nacharam,3500000,1050,1,9,9,9,9,9
Nacharam,10100000,1000,2,9,9,9,9,9
Habsiguda,4000000,1800,2,9,9,9,9,9
Nacharam,14000000,961,2,9,9,9,9,9
Habsiguda,9800000,1650,2,9,9,9,9,9
Habsiguda,7500000,1550,2,9,9,9,9,9
Nacharam,3800000,1260,1,9,9,9,9,9
Nacharam,4000000,950,1,9,9,9,9,9
Uppal,4000000,1060,2,9,9,9,9,9
Nacharam,6200000,1000,1,9,9,9,9,9
Nacharam,11000000,1460,2,9,9,9,9,9
Manikonda,26000000,1314,2,9,9,9,9,9
Madhapur,13300000,2625,3,9,9,9,9,9
Hitech City,10800000,2050,3,9,9,9,9,9
Narsingi,10400000,1805,3,9,9,9,9,9
